구분,질문,답변
월세,"기존 월세 계약기간 만료쯤되서, 집주인이 월세를 올리면서 부동산을 통해 재계약서를 작성했습니다. 그런데 계약서에 저만 싸인을 하고, 집주인이 지방 다른 도시에 살기 때문에 아직 집주인은 싸인을 하지 않은 상태인데요. (기존 계약일 만료된지는 일주일 넘었습니다.) 이게 문제가 될 소지가 있을까요?그리고, 기존 월세랑 금액 차이가 크게 없는 상태인데요. 주민센터에 확정일자 다시 등록해야 하는지 궁금합니다","나중에 보완을 하시면 될 것이고, 형식적인 것 보다는 그렇게 하자는 ""의사표시""가 더 중요하므로 걱정하실 필요는 없어 보입니다."
월세,"세달전 신축아파트 부동산 월세계약을 하고 12월26일 입주로 계약서 작성 후, 계약금을 입금했습니다.그런데 임대인이 전화가 와서 신축아파트다 보니 공사마무리가 늦어지는것 같다며조금만 입주를 늦추자 하여알겠다하고 5일로 변경했습니다.그리고 오늘 입주전에 청소업체와아파트를 방문했는데 샷시도 말도안되게 덜렁거리고문짝도 덜달렸고 문도 찍혀있고 5일날 전혀 입주할 수 있는 상태가 아니였습니다이럴경우 계약서 상 제2조 임대인은 위 부동산을 임대차 목적대로 사용할 수 있는 상태로 12월 26일까지 임차인에게 인도하며,임대차 기간은 인도일로부터 24년 12월 25일 까지로 한다제7조 임대인 또는 임차인은 본 계약상의 내용에 대하여 불이행이 있을 경우 그 상대방은 불이행 한 자에 대하여 서면으로 최고하고 계약을 해제할 수 있다. 이 경우 계약 당사자는 계약해제에 따른 손해배상을 각각 상대방에게 청구할 수 있으며, 손해배상에 대하여 별도의 약정이 없는 한 계약금을 손해배상의 기준으로 본다.를 참고하여 계약을 해지할 수 있나요?지금 계약해지하고 입주청소비를 돌려받고싶은 마음입니다.",​계약해지는 목적물에 중대한 하자가 있을 때 가능합니다. 예를 들어 벽에 금이 많이 가서 안전의 위험을 받는 경우입니다.
월세,"지금 거주중인곳에 2개월 살고 있는데 처음 입주할때부터 주인분이 오래살아라, 짧게살면 청소비등등 나간돈 생각하면 돈안된다 등등 이런말씀을 하셧어요 근데 임대차계약을 제 개인사정에 의해 중도해지하게되면 제가 부담해야되는 부분이 어디까지인가요?","월세 계약 만기 이전에는 문의자님의 개인 사정에 의하여,중도에 해지할 수가 없습니다.월세 계약만기까지는 임대인뿐만 아니라, 임차인도 계약기간을 준수할의무가 있기 때문입니다."
월세,제가 2021년7월10일에 한 빌라에 월세 계약을 하였는데 부동산을 끼지 않고 집주인과 계약서를 작성했습니다. 계약기간은 1년이었고 1년 끝날 때 쯤 집주인과 묵시적계약으로 1년 더 살겠다 하여 현재 다음달이면 2년이 만료되게 되는데 저는 더 살려고 하는데 재계약을 해야할까요?아니면 묵시적계약을 더 연장 할 수있을까요?,묵시적 갱신이라는건 말그대로 서로 별말없이 계약기간이 지나버려서 계약이 갱신된걸로 보는걸 말해요.따라서 임대인 임차인 서로 별말없이 계약기간이 지나갔다면 묵시적갱신으로 봅니다.재계약합시다~ 라는말 없으면 그냥 사시면 됩니다
월세,부동산 월세 전세 매매가 어떤 의미이고 어떤 차이점이 있는지 설명해주시면 감사하겠습니다.  제가 알기로 월세는 휴대폰 요금 내는 것처럼 매달 얼마씩 집값 내는 걸로 알고 있는데 정확한가요?,안녕하세요!​월세는 매달 조금씩 내는 것이고 전세는 들어갈 때 한번에 내는 것입니다.매매는 전체를 사는 것이고요.더 궁금한 것은 추가질문을 이용하세요.
월세,"기존 월세 계약기간 만료쯤되서, 집주인이 월세를 올리면서 부동산을 통해 재계약서를 작성했습니다. 그런데 계약서에 저만 싸인을 하고, 집주인이 지방 다른 도시에 살기 때문에 아직 집주인은 싸인을 하지 않은 상태인데요. (기존 계약일 만료된지는 일주일 넘었습니다.) 이게 문제가 될 소지가 있을까요?그리고, 기존 월세랑 금액 차이가 크게 없는 상태인데요. 주민센터에 확정일자 다시 등록해야 하는지 궁금합니다","나중에 보완을 하시면 될 것이고, 형식적인 것 보다는 그렇게 하자는 ""의사표시""가 더 중요하므로 걱정하실 필요는 없어 보입니다."
월세,법인 소유의 건물에 월세를 들어갈 예정인데요. 계약 진행할 때 법인은 임대인 신분 확인을 어떤 방식으로 해야하는지 궁금하네요.제일 확실하게 확인 할 수 있는 방법은 어떤게 있나요?,"법인이 임대인으로서 월세 계약을 진행할 경우, 법인 등기부등본, 법인 인감증명서, 법인 대표자의 개인 인감증명서 등을 제출하여 법인의 신분을 확인할 수 있습니다.​또한, 법인이 소유한 부동산의 등기부 등을 통해 해당 부동산이 법인 소유임을 확인할 수 있습니다.​또한, 법인 대표자의 개인정보와 법인의 등기부 등을 비교하여 법인 대표자가 법인을 대표하는 권한이 있는지 확인할 수도 있습니다.​이러한 방법들을 통해 법인의 신분을 확실하게 확인할 수 있습니다."
월세,"안녕하세요. 월세 계약 관련해 2가지 질문이 있습니다.   지금 살고 있는 집이 월세로 2년 계약입니다. 1년 조금 넘게 지난 상황에서 해외로 나가야 해 다음 세입자를 구하려 하는데요. 부동산에 말해 이사를 오겠다고 하는 세입자가 나타날때까지 기다려야 하는 것으로 알고 있습니다. 그런데 중개수수료 또한 제가 내는 것으로 알고 있는데, 이 경우에 들어오는 세입자도 중개수수료를 내야 하나요? 왜냐하면 제가 세입자를 따로 찾아다니면 더 빨리 찾을 수 있을 것 같은데 다음 세입자는 중개수수료를 안내도 된다면, 내가 내니 당신은 안내도 된다라고 홍보할 수 있으니 궁금했습니다.  다른 질문은, 제가 각 월의 월세를 매 월 9일에 내고 있는데 만약에 세입자가 15일 쯤에 와서 당장 이사가 가능하다고 하면, 제가 이미 낸 월세의 일부라도 집주인분께 돌려받을 수가 있나요..? 9일에 월세를 이미 내고 바로 나가는데 억울할 것 같아 질문드립니다. 일반적으로 어떻게 하시나요?질문을 정리하면1. 월세 2년 계약 중 1년이 지난 시점에 나가는데, 저 뿐만이 아니라 저 대신 들어 오는 세입자도 중개 수수료를 내나요?2. 해당 월의 월세를 이미 지불한 상황에서 바로 다음 세입자가 들어오고 제가 떠난다면, 월세의 일부를 돌려받나요?읽어주셔서 감사합니다. 좋은 하루 보내세요.","네 새로운 임차인을 구해야 님께서 이사를 나가세요. 부동산에서 광고를 해도 되고, 급한 경우 님께서도 구해도 됩니다. 중개보수 부담은 임대인의 중개보수를 대신 내시는 것이고요. 임차인은 별도의 중개보수를 내셔야 해요. 마지막 달에 새로운 임차인과 날짜 협의가 되시면님이 계신 날까지만 일할 계산해서 내시면 됩니다. 선불로 내신 상황에서 다른 세입자가 들어오면 그 날까지만 계산하고 나머지는 돌려받는게 맞죠."
월세,경매가 넘어간집에 월세 거주중입니다경매진행건물인걸 알고들어왔고계약하는달 월세를 푼다하여 계약진행하였습니다부동산에서는 보증금이 얼마안되니 경매진행되면 월세를 보증금에서 까고 보증금 다까고 나가라하셨구요근데 아직 경매진행중인거 같아 찾아보니 경매넘어간 이유인 금액은 얼마안되는데근저당잡힌곳과 교부권자가 있더라구요교부권자는 찾아보니 세금미납이라던데 얼마인지 알수는없었구요.계약서에 경매진행시 보증금을 못받는걸 알고들어왔다는내용이있어 월세를 내지않고 나가려했는데집주인은 월세를 내라고하네요.지금 경매가 진행중인 사건이 맞나요?배당요구종기일이 지났는데 어떻게되는건가요혹시 당장이라도 집주인이 지급명령된 금액을 납부하면경매가풀릴수있나요?불안해서 그냥 월세보증금에서 까고 나가고싶네요,"월세는 월세 보증을 지급하고 입주하다가월세를 못내는 상황이 발생하면 보증금에서 월세를 공제하다가더이상 공제할 금액이 없다면 방을 빼주셔야 하는것입니다...부동산에서도 알려드렸고 님 또한 보증금을 지급하고 들어갔는데...월세를 내라고 한다는것은.....경애 이유나 집행권자 여부등은 질문자님이 확인할 필요는 없는것입니다...핵심은 질문자님이 보증금을 내고 월세를 사는 중에 월세만큼 보증금이 다공제되었다는 것인지....아니면 보증금 없이 , 부동산에서 월세 안내도 된다니 들어왔는데집주인이 월세를 내라는 것인지....만약 후자라면 당연히 경매 여부와는 상관없이 월세를 부담하셔야 합니다.집주인은 경매로 모든 상황이 종료될때까지는 세입자에게 월세를 받아야 겠죠...​"
월세,"2020년 8월부터 월세를 계약 후 1년이 지나며 암묵적계약으로 이어오고 있다가 2023년 1월6일에 1월 말쯤으로 퇴거의사를 집주인에게 알린 후 1월 월세는 지불했습니다. 현재는 그집에서 퇴거를 한 상태이고 집이 바로 안빠지니 보증금 반환은 기다리는 중인데, 앞으로 집이 빠질때까지 월세  지불을 해야하나는지 궁급합니다.","월세는 3개월분만 부담하면 됩니다.1개월 내고 나왔다면 2개월분만 내면 됩니다.임차권 등기명령 신청해서 임차권 등기하고,그래도 안 주면 소송 가서 판결문 받고,그래도 안 주면(질기다.) 경매를 신청해야 합니다.그렇게 하겠다고 통보를 해야 합니다.​"
월세,월세 미납이 장기간인 상태입니다. 명도소송 고민중인데 소송에서 승소했는데도 세입자가 안나가면 또 다른 소송을 해야하나요? 아니면 제가 강제집행을 할수있나요?소송비용과 기타 관리비등도 세입자가 부담하는게 맞는건가요?부동산전문변호사나 명도소송변호사 알고싶습니다. 정보 공유 해주실분 계실지..,​주택임대차보호법에 따라 2기 이상의 차임을 연체한 때는 계약을 해지하고 명도소송을 청구해야 합니다. ​본 소송은 보증금을 모두 소진하기 이전에 신속히 처리하는 것이 중요하며 승소판결을 받은 후 강제집행 절차를 진행함에 있어 전문가의 도움을 받는 것이 필요하므로 변호사에게 법률 자문을 구하는 것이 바람직합니다. ​명도소송에서 승소한 이후 손실이 발생한 부분에 대해 손해배상을 청구할 수 있으며 소송비용을 청구하여 일부 받아낼 수 있으나 본 소송은 승소판결보다 단기에 사건을 종결하는 것이 중요하므로 원만한 합의를 위해변호사의 도움을 받으시길 바랍니다.​
월세,현재 월세로 거주중인상태입니다.계약기간이 이번년도 23년10월1일까지인상태입니다.사정이생겨 계약기간보다 조금 이른시기인8월초쯤에 이사를가야될거같아이번달에 미리 집주인에게 말씀드렸더니집주인도 그럼 방내놓을테니 저한테도 부동산에 말해집을내놓으라고하시더라구요그러면서 계약기간 전에 먼저 나가는거라저한테 중개수수료를 전액 부담하라고하는데제가 전액 중개수수료를 부담하는게맞는건가요?혹은 계약기간끝나기 2~3개월전에 나가는건데집주인과 저 반반씩 부담하거나 집주인만 중개수수료전액 부담하는건 아닌지 궁금하여 질문드립니다.,"부동산 중개수수료에 대한 부담은 계약 조건에 따라 다를 수 있습니다. 일반적으로는 입주자와 임대인 간의 합의에 따라 분담 방식이 결정됩니다. 따라서, 계약서나 임대차 계약 조항을 확인하여 중개수수료에 대한 내용을 확인하는 것이 중요합니다.​일반적인 경우, 임대인이 입주자에게 일정 기간 내에 미리 통지를 요청하고 입주자가 그에 따라 일찍 이사를 간 경우에는 입주자가 중개수수료를 부담하는 경우가 많습니다. 이는 입주자가 계약 기간 내에 일찍 이사를 간 것으로 간주되어 부동산 중개사에 대한 수수료를 입주자가 부담하는 것입니다.​그러나 부동산 중개수수료에 대한 구체적인 내용은 계약서나 임대차 계약서에 명시되어 있을 것입니다. 따라서, 집주인과 상의하여 계약 조건을 다시 확인하고, 계약서나 임대차 계약서를 잘 읽어보시고 필요하다면 법적인 조언을 받는 것이 좋습니다. 이는 국가 및 지역에 따라 법규가 다를 수 있으므로, 해당 규정을 확인하는 것이 중요합니다.​"
월세,부동산 월세 계약서  부동산 전문가 여러분들이 자세한 방법 하는  알려주세요,"괜찮은 방이 있는지 알아보시고​집주인과 부동산에서 만나서​해당 집에 대한 금액과 이사날짜 , 기간등을 협의하고 계약서를 작성하시면 됩니다​등기부등본상 (서류상) 집주인이 맞는지 꼭 신분증을 보고 확인하시기 바랍니다"
월세,현재 집 월세 살고있습니다. 친구랑 함께 거주중이고 현재 부동산 월세 계약서는 친구이름으로 되어있고 저는 동거인으로 되어있습니다. 아직 계약기간이 한참 남았는데 중간에 월세 계약서 제 명의로 변경 가능한지 궁금합니다. 계약서 변경하려는 이유가. 보증금은 제돈이라 나중에 방을빼서 보증금을 돌려 받을때 제가 받게 하고싶어서 명의 변경 하려고 합니다. 중간에 계약서 제이름으로 변경이 가능하다면. 혹여 변경하고나서 나중에 보증금을 친구가 따로 돌려받기 요청하면 친구가 받을수도 있게되나요? 친구랑 사이가 안좋아져서 돈문제 확실히 하고싶어서 질문드립니다.,임대인과 친구가 모두 동의하여 재작성하면 가능합니다. 계약서 재작성 하실 때 보증금을 질문자님에게만 돌려주기로 약정하면 친구가 요청해도 친구에게 주지 않습니다. 
월세,진짜 실제로 지금 부동산에서 계약하는 부동산(다구주택)월세계약서 양식 주실분계신가요...,"진짜 실제로 지금 부동산에서 계약하는 부동산(다구주택)월세계약서 양식 주실분계신가요...​---> 없으시면 문방구 점에서 전세, 월세, 임대차 계약서 등 아무 것이나 사서 쓰시면 되겟지요."
월세,2021. 10. 25 ~ 2023. 10. 24 까지 2년 월세를 내주었는데이번에 1년 연장하기로 임차인과 전화상 구두 합의하였습니다.이 경우 1년 갱신하여 만료 날짜는 2023. 10. 24 가 맞나요?10. 23 인가요? 10. 25 인가요..? 알려주시면 감사하겠습니다.,만료날짜는 24.10.24일 입니다.
월세,월세계약파기로 부동산에 물어보니 계약서작성까지 끝낸후라 계약취소가 안된다고해서 질문올립니다 8월 5일  - 가계약금 30 만원 집주인에게 송금 8월 13일 - 8월20일자로 계약서 작성 + 부동산 복비 15만원 송금 전 집주인이 계약연장을 해준다고하셔서 이사를 하지 않아도됨 .. 아직 보증금 잔금은 지불하지않았습니다... 계약서상 8/20일자로 계약함 ..  계약파기가 가능한가요  ?,1.계약파기할려면 가계약금30만원포기하면 됩니다.​2.부동산수수료도 반환이 어려우나 부탁은해보세요
월세,계약하고 한달 정도 되어가는데 직장을다른곳으로가게됬습니다11개월이나 남았는데 11개월치월세를 다주고나가는것도 되나요?집이 급하게구해서 좋지도 않은데부동산에 내놓고 기다리기도애매한 느낌이라서도움받고자 글을 씁니다,"굳이 11개월치를 다 주지마시고사정에 의해 나가신다 임대인에게 말하시고 1. 새로운임차인이 올때까지의 월세/관리비2. 임대인의 부동산 수수료를 부담하시어부동산 몇군데에 매물을 내놓으시면 2달만에 들어오면 2달치만 내면 되니 더 이득일거라 생각됩니다.​​"
월세,이번에 이사하려는데 집이 신탁 이라고 하더라구요 5천에 95만원짜리 월세입니다 부동산에서 동의서 받는다고했구요 문제없다고는했는데 그래두 걱정이라서요 이런경우 임대차 보호법에 보호를 받을수있는건지 궁금해서요,"​부동산 신탁은 부동산 소유자가 신탁회사에 소유권을 이전하고, 신탁회사는 부동산을 관리·개발·처분 등을 하여 그 수익를 돌려주는 제도입니다. 수탁자와 우선수익자의 동의없이 임대차계약을 체결하면 임차인이 보호받지 못하는 경우가 많습니다. 그로인해 임차인이 보증금도 반환받지 못하고 쫓겨나게 되는데, 이런 경우에 해당하는지 검토가 필요합니다. 신탁원부의 주요한 내용을 반드시 사전에 확인 후에 진행할 필요가 있습니다."
월세,제가 이번에 기숙사를 안들어가고 월세를 살려고 하는데요학교랑 본가랑 많이멀어서 부모님께서 오실수가 없어서 같이 자취하기로한 친구와 함께 부동산 예약이랑 계약을 하러 가야해요! 처음이라서 어떤걸 물어보고 어떤 약정이 있는지 잘몰라서 혹시 대학생이 처음 부동산 계약을 하러갈때 눈여겨 봐야할것들이나 집주인이나 중계인에게 보여달라고할 증명서 같은거 등등 여쭤봐야할것들이 있으면 알려주세요! 그리고 요즘에 전세사기가 많던데 물론 저는 월세이긴 하지만 주의햐야될점들이 있을까요?? 처음이라 많운 코멘트 부탁드립니다!,"부동산을 끼고 거래한다면  대부분의 사항은 부동산에서 알려줄 것입니다.​부동산에서 알려주지 않는게 있습니다.친구와 사이가 벌어져서 헤어지는 경우 어떻게 할 것인가?이 문제는 부동산이나 임대인은 간섭하지 않습니다.​질문자와 친구가 그런 비상시국에 대해서  약속을 잡아야 합니다.보증금은 어찌하고, 월세는 어찌 분담할 것인지...  등입니다."
월세,급하게 집을 알아 보던 중 직방에서 매물을 보고 갔습니다.저희가 보려던 집은 좀전에 집이 나갔다고 하여 급하게 집을 구해야 되던 상황이라 다른 집을 보게 되었고 기존에 살던 세입자가 지방에 있어 7월 1일 오전중 까지 짐을 빼주기로 하여 우선 계약을 하고 왔습니다..보증금 500만 월세50만원 짜리로 계약을 했으며 계약금은 미리 50만원을 입금 하였고 복비22만원도 입금 해주었습니다.. 근데 부득이한 사정이 생겨 다른 곳으로 알아 봐야 할 것 같은데.. 이럴 경우 계약금과 복비를 돌려 받을 수 있나요? 집 주인 혹은 부동산에 뭐라고 이야기 하여야 좋을까요? 그리고 계약 당시 직방에 올라온 부동산이 아닌 그 집 근처에 있던 부동산에서 계약을 했었는데 이건 문제가 안되나요? 너무 경황이 없어 급하게 적으라 글이 정신 없는데 좀 자세한 답변 부탁 드리겠습니다... 돈을 꼭 돌려 받아야 하는 상황입니다ㅠㅠ자세하게 답변 해주세요.. 내공 100 걸겠습니다ㅠ,"임차인의 단순변심에 의한 계약의 파기는 임차인이 계약금을 포기하면서 파기를 할 수가 있는 것이고,중개행위가 이미 있었다면 중개수수료 반환도 어렵겟지요.임대인에게 반환 요구를 하여 준다고 하면 좋겠지만 이 나라 임대인들 중에서 반환 해 주는 사람은 거의 없으니까요.주택의 특별한 하자나 중개행위에 있어서확인, 설명의무 위반이 아니라면 어렵겟지요."
월세,"제가 9/4일경부터 친구와 자취를 시작했습니다.계약서는 친구의 사촌언니와 친구가 같이 하였고요.친구한테 얼마 전에 계약서를 받게되어 보게되었는데요, 계약서에 월세 납부일은 입주일을 기준으로 일주일 전까지 납부한다고 되어있더라고요.이거, 되는건가요?저희가 12/4일에 나가는 걸로 되어있는데그렇게 되면 계산이 어떻게 되는건가요?",9월 5일 ~ 10월 4일까지의 월세를 늦어도 9월 27일까지는 납부해달라는 말 같은데요?​12월 4일에 나가니까 11월 5일 ~ 12월 4일까지의 월세를 11월 27일까지 납입해달라는 얘기같습니다.
월세,보증금 2800짜리 집의 계약금 100 걸었는데제 변심으로 인해서 입주를 안하려고 합니다계약금 못받을수 있다는건 아는데따로 가계약서도 쓰지 않은 상황인데집주인은 제 입주 날짜에 맞춰서 본인도 대출을 신청했다고 합니다 철회도 안된다고 하고요이경우 제가 따로 변상 해야하나요?부동산 잘 알고있는 전문가들만 답변 달아주세요내공100겁니다~,계약금만 포기하시면 될거같습니다
월세,"재건축 하는 아파트를 구매하려고 하는데요. 현재 세입자가 있는 아파트고, 그 세입자는 월세를 내고 있습니다.부동산과 거래 하려고 하는데1) 부동산에서 현재 있는 세입자와 2년 계약을 다시 해서 월세를 그대로 받을 수 있도록 해주겠다고 하고,2) 2년이 지나면  재건축 시점까지 세입자가 나가지 못하는 장치의 계약(노하우)을 걸어준다고 하는데3) 조건은 월세 계약에 대한 수수료의 상대방 몫도 제가 부담해달라고 하는 것을 조건으로 합니다.이게 뭔지 도대체 모르겠네요. (물어봐도 안알려주고요.)세입자가 나가면 손해가 되도록 자신만의 노하우로 조건을 걸어버리겠다는데, 분쟁도 안된다고 하는 처음들어보는 말이라서 나중에 문제 생기진 않을지 우려되네요.(※ 보증금 500 / 월세 30에 계약이 되어있으며, 관리비는 세입자 부담 / 임대인은 자가수리 부담금 정도만 부담하면 된다고 합니다) 사기일지 걱정이 되는데, 이게 뭔지 알 수 있을까요?","1) 부동산에서 현재 있는 세입자와 2년 계약을 다시 해서 월세를 그대로 받을 수 있도록 해주겠다고 하고,2) 2년이 지나면  재건축 시점까지 세입자가 나가지 못하는 장치의 계약(노하우)을 걸어준다고 하는데3) 조건은 월세 계약에 대한 수수료의 상대방 몫도 제가 부담해달라고 하는 것을 조건으로 합니다.​---> 그 계회이 비록 사기는 아닐지라도 불법에 가까운 일이라면 님 께서는 가능하면 가담하지 않는 게 좋겠지요, 돈을 그것으로 얼마나 벌지는 모르겠으니 우연치 않게 함께 엮여서 같이 추락할 필요는 없겠지요,그냥 선량한 님의 길을 가시기 바랍니다."
월세,"부동산 월세  복비, 법정수수료 가뭔가요? 제가이번에 월세집 나가게되서 집주인분이랑통화했는데제가첨에 1년계약했고(현제 1년7개월정도 사는중) 자동연장되었다고하시는데 제가 지금나가면 부동산에 집올리고 복비,법정 수수료를 부담해야된다하시더라구요.복비랑,법정수수료는 다른건가요?제가 지금 500에 43에 살고있는데 이럴경우 복비랑 법정수수료는 얼마나 나가나요?집주인분께서는 한달치월세정도는  나간다고하시는데 맞나요?","복비 = 법정수수료 = 중개수수료 = 중개보수 모두 같은 의미입니다. 주택임대차일 경우 0.5% 175,500원(부가세 별도)이며 주거용 오피스텔일 경우 0.4% 140,400원(부가세 별도)입니다. 법정 중개보수만 지불하시면 될 것으로 보입니다."
월세,"월세 임대차계약 2021. 1. 6. ~ 2022. 1. 5. 을 계약했었습니다.후에 서로 다른 연락없이 (자동연장?) 2023. 7. 중순까지 살고 있었는데임대인이 집을 매매로 내놓았고 매매를 하려는 사람이 실거주를 한다고 합니다.새로 매매하려는 사람이 이달(8월)부터 산다고 가급적 빨리 다른 집을 알아보라고 하여저에게 주어진 시간은 한달밖에 되지 않아서쫓기듯 부동산 돌아다니며 집을 알아보다가 이달 말 퇴거를 하기로 하고,저는 대출을받아 다른 곳에 전세계약을하기로한 상황입니다.블로그 검색해보았는데 어떤 글에서는1) 묵시적갱신중 임대인이 계약을 중도해지할경우중개수수료(보수)는 임대인 부담이라고 적힌 글을 봤는데이건 어떤 중개수수료를 말하는건가요?임대인이 제가 새로 계약하는 전세에대한 중개수수료를 부담한다는 말인가요?2) 또 다른 글에서는 임대인은 묵시적 갱신중 계약해지를 할 수 없다고 하는데제가 임대인에게 요구할수있는건 무엇인가요...?","1) ""묵시적갱신중 임대인이 계약을 중도해지할 경우 중개수수료(보수)는 임대인 부담""이라는 글에서 말하는 중개수수료는 대개 부동산 중개사나 중개업자에게 지불해야하는 수수료를 말합니다. 따라서, 이 경우에는 당신이 새로운 전세 계약을 맺을 때 발생하는 중개수수료를 임대인이 부담한다는 의미입니다.​2) 임대인은 묵시적 갱신중 계약해지를 할 수 없다는 글은 법적 측면에서 옳은 말입니다. 묵시적 갱신 중인 임대차 계약은 월세 계약의 경우 특별한 사유 없이 임대인이 계약을 해지할 수 없는 보호조항입니다.​하지만, 당신은 새로운 전세 계약을 맺을 때 필요한 조건을 요구할 수 있습니다. 예를 들어, 보증금 환급이나 임대인이 부담해야 하는 중개수수료 등과 같은 추가 혜택을 요구할 수 있습니다. 이는 임대인이 새로운 거주자를 찾을 때 추가적인 부담이 발생하기 때문에 협상의 여지가 있습니다.​​​​"
월세,제목 그대로 월세에 대한 계약금만 걸어둔 상태입니다목요일에 계약서 쓸 예정이였구요그런데 변심이 생겨 계약서를 쓰지 않으려합니다그럴 경우 계약금은 날아간다고 들었어요 그런데 계약서 쓰지 않고도 부동산 소개비를 줘야하나요? 계약금만 걸은 경우에도? 또 복비를 주며 저희가 방을 내놓고 나가야하나요? 빠른 답변 부탁드립니다 고수님들,​아니요 복비 소개비 안주셔도 됩니다
월세,"2020년 8월부터 월세를 계약 후 1년이 지나며 암묵적계약으로 이어오고 있다가 2023년 1월6일에 1월 말쯤으로 퇴거의사를 집주인에게 알린 후 1월 월세는 지불했습니다. 현재는 그집에서 퇴거를 한 상태이고 집이 바로 안빠지니 보증금 반환은 기다리는 중인데, 앞으로 집이 빠질때까지 월세  지불을 해야하나는지 궁급합니다.","월세는 3개월분만 부담하면 됩니다.1개월 내고 나왔다면 2개월분만 내면 됩니다.임차권 등기명령 신청해서 임차권 등기하고,그래도 안 주면 소송 가서 판결문 받고,그래도 안 주면(질기다.) 경매를 신청해야 합니다.그렇게 하겠다고 통보를 해야 합니다.​"
월세,서울에서 월세집 살다가 이번에 전세집으로 이사했는데요전에 살던 월세집 계약할 당시 부동산에서 월세계약서랑 서류를 반납하라고 하던데 꼭 반납해야하는건가요 ? 아니면 제가 개인적으로 폐기처분해도 되는건가요 ? 부동산에서는 이걸 왜 달라고하는건가요?,계약이 종료되어 보증금 받고 계약이 해지되었다면 실효된 계약서이므로 반환해도 될 것 같습니다.부동산에 직접 폐기하겠다고 해 보시기 바랍니다.부동산에서 달라고 하는 이유는 임대인이 폐기를 원해서일 수도 있고 새로운 계약 진행하기 위해 2중계약 주장을 방지하기 위해서일 수도 있고 직접 부동산에 물어보셔도 될 것 같습니다.
월세,"2월 23일 전 방 뺄 예정이구이사 갈 집을 알아보고있습니다 (원룸)찾아보는 중 마음에 드는 집이 있는데 아직 한달 기간이 남아,혹시 계약금을 내고 미리 찜..(?) 가능할까요지금 살고있는집이 빠져야 보증금이 들어오는데 .. 시간이 걸려서요잘 아시는 분 있으시다면 답변부탁드립니다",​사적자치의 원칙상 새로 봐둔 임대목적물(원룸)에 관하여 계약금만 지급하고 한 달 후 입주(해당일에 잔금 지급)하기로 약정할 수도 있습니다.​다만 이에 관하여 새로운 임대목적물의 집주인이 승낙을 하여야 합니다.​즉 질문자분이 계약금은 미리 지급하고 잔금은 1달 후 입주시 지급하기로 청약을 하였는데 상대방이 승낙하면 그대로 법적인 효력이 발생하게 됩니다.
월세,제가 이사를 가게되서 집주인에게 얘기하고 다른 새입자를 구한 상황이거든요그 새입자 분이 다음달 8일에 오시기로 하셔서 청소하는 시간 맞춰드릴라고 저는 2일 전에 나간다했어요근데 집 주인이 8월달 전체 월세에 관리비 내고 이것저것 하고 보증금 주고 끝낸다하셔서 제가 6일만 사용하고 2일 뒤에는 다른 분이 사시게 되는데 왜 한달치를 전부 내야하는지 모르겠네요.. 어머니도 전화를 하셨는데 자긴 계약 만료까지 받아도 된다고 하시고요.. 그래서 이거 지금 계약 하냐고 마냐고 물어보시길래 알겠다고 얘기했고요 원래 다 내는게 맞나요??너무 속상하네요 500/47내고 복비도 40이라던데..,새임차인이 들어온 날 전까지 님이 부과하는 것은 맞습니다​
월세,"안녕하세요!이번에 처음 출가하여 자취방을 계약하려고 하는데요현재 계약하려는 곳이 월세고 보증금 2500/월세 28인곳입니다. 건물에 근저당이 최고채권액 26억이 잡혀있고 건물 시세는 90억정도입니다. 그리고 2019년도 6월 건축과에서 압류 처리가 한 번 됐다가 2019년 11월에 압류등기말소가 된 상태입니다. 건축물대장과 토지대장을 확인해보니 위반건축물로 등재되어있으며, 토지대장에는 2021년 토지 압류가 된 상태입니다. 건물과 토지 주인이 동일한데 부동산 중개업자말로는 금방 해제될 것 같다고 하는데 조금 찝찝하네요.현재 방이 너무 마음에 들어 급하게 본 계약을 체결하고 10프로인 250을 지불 했는데요.. 괜찮을까요?부동산 중개업자말로는 혹시모를 최악의 상황으로 경매에 넘어간다해도 최우선변제권이 적용되는 소액임차인으로 구분되어 손해 보는 일은 없다고 해서 계약했습니다.정리건물시세 90억, 근저당 최고채권액 26억인 건물이고2019년 6월 건축과에서 압류처리 됐다가 11월에 말소.현재 건축물대장게 위반건축물 등재, 토지 대장에는 토지 압류 상태이고 보증금 2500/월세 28 괜찮을까요?","건물시세 90억, 근저당 최고채권액 26억인 건물이고2019년 6월 건축과에서 압류처리 됐다가 11월에 말소.현재 건축물대장게 위반건축물 등재, 토지 대장에는 토지 압류 상태이고 보증금 2500/월세 28 괜찮을까요?​​​​전세거나 보증금이 크면 추천하지 않지만​보증금이 많이 큰게 아니라서​괜찮을거 같내여"
